,index,Rk,Player,Squad,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
518,538,519,Boubacar Traoré,Wolves,4.6,0,3,0,0.0,0.66,0.00,0.00,,29.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
519,539,520,Mark Travers,Bournemouth,11.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
520,540,521,Kieran Trippier,Newcastle Utd,37.1,1,14,4,28.6,0.38,0.11,0.07,0.25,27.1,12,0,0,0.9,0.9,0.06,+0.1,+0.1
521,541,522,Leandro Trossard,Arsenal,10.3,1,17,5,29.4,1.64,0.48,0.06,0.20,17.5,0,0,0,1.8,1.8,0.11,-0.8,-0.8
522,542,523,Leandro Trossard,Brighton,14.6,7,38,17,44.7,2.60,1.16,0.18,0.41,15.0,0,0,0,4.4,4.4,0.12,+2.6,+2.6
523,543,524,Kostas Tsimikas,Liverpool,8.6,0,7,2,28.6,0.82,0.23,0.00,0.00,15.5,0,0,0,0.6,0.6,0.09,-0.6,-0.6
524,544,525,Deniz Undav,Brighton,7.0,5,27,12,44.4,3.87,1.72,0.19,0.42,13.8,0,0,0,4.5,4.5,0.18,+0.5,+0.5
525,546,526,Yan Valery,Southampton,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
526,547,527,Virgil van Dijk,Liverpool,31.5,3,30,9,30.0,0.95,0.29,0.10,0.33,12.8,0,0,0,2.6,2.6,0.09,+0.4,+0.4
527,548,528,Raphaël Varane,Manchester Utd,21.2,0,8,4,50.0,0.38,0.19,0.00,0.00,11.6,0,0,0,0.7,0.7,0.09,-0.7,-0.7
528,549,529,Jamie Vardy,Leicester City,20.6,3,27,13,48.1,1.31,0.63,0.11,0.23,12.3,0,0,1,6.7,5.9,0.22,-3.7,-2.9
529,550,530,Joël Veltman,Brighton,24.3,1,15,5,33.3,0.62,0.21,0.07,0.20,16.3,0,0,0,1.8,1.8,0.12,-0.8,-0.8
530,551,531,Fabio Vieira,Arsenal,5.7,1,15,2,13.3,2.63,0.35,0.07,0.50,20.1,0,0,0,0.8,0.8,0.06,+0.2,+0.2
531,552,532,Matías Viña,Bournemouth,5.1,2,9,6,66.7,1.77,1.18,0.22,0.33,18.6,0,0,0,0.9,0.9,0.10,+1.1,+1.1
532,553,533,Rúben Vinagre,Everton,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
533,554,534,Carlos Vinícius,Fulham,12.3,5,21,12,57.1,1.70,0.97,0.24,0.42,11.9,0,0,0,3.3,3.3,0.16,+1.7,+1.7
534,555,535,Theo Walcott,Southampton,12.5,2,20,7,35.0,1.59,0.56,0.10,0.29,16.9,0,0,0,2.2,2.2,0.11,-0.2,-0.2
535,556,536,Kyle Walker,Manchester City,21.8,0,5,1,20.0,0.23,0.05,0.00,0.00,24.8,0,0,0,0.4,0.4,0.08,-0.4,-0.4
536,557,537,Kyle Walker-Peters,Southampton,29.4,1,13,5,38.5,0.44,0.17,0.08,0.20,18.1,0,0,0,1.0,1.0,0.08,0.0,0.0
537,558,538,Aaron Wan-Bissaka,Manchester Utd,15.9,0,10,2,20.0,0.63,0.13,0.00,0.00,14.7,0,0,0,1.2,1.2,0.12,-1.2,-1.2
538,559,539,Danny Ward,Leicester City,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
539,560,540,Joel Ward,Crystal Palace,25.1,1,8,2,25.0,0.32,0.08,0.13,0.50,16.5,0,0,0,1.1,1.1,0.19,-0.1,-0.1
540,561,541,James Ward-Prowse,Southampton,37.5,9,40,16,40.0,1.07,0.43,0.18,0.44,27.1,17,2,4,5.7,2.5,0.06,+3.3,+4.5
541,562,542,Ollie Watkins,Aston Villa,34.7,15,84,45,53.6,2.42,1.30,0.17,0.31,12.6,0,1,2,16.5,14.9,0.18,-1.5,-0.9
542,563,543,Adam Webster,Brighton,22.1,0,18,2,11.1,0.82,0.09,0.00,0.00,11.2,0,0,0,1.8,1.8,0.10,-1.8,-1.8
543,564,544,Wout Weghorst,Manchester Utd,8.9,0,14,5,35.7,1.58,0.56,0.00,0.00,12.5,0,0,0,2.0,2.0,0.14,-2.0,-2.0
544,565,545,Danny Welbeck,Brighton,20.6,6,62,22,35.5,3.01,1.07,0.10,0.27,14.1,1,0,0,9.4,9.4,0.15,-3.4,-3.4
545,566,546,Ben White,Arsenal,33.9,2,10,2,20.0,0.29,0.06,0.20,1.00,16.7,0,0,0,1.3,1.3,0.13,+0.7,+0.7
546,567,547,Harvey White,Tottenham,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
547,568,548,Joseph Whitworth,Crystal Palace,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
548,569,549,Neco Williams,Nott'ham Forest,20.9,1,25,7,28.0,1.20,0.33,0.04,0.14,21.2,2,0,0,1.3,1.3,0.05,-0.3,-0.3
549,570,550,Willian,Fulham,23.6,5,41,17,41.5,1.74,0.72,0.12,0.29,18.8,3,0,0,3.4,3.4,0.08,+1.6,+1.6
550,572,551,Joe Willock,Newcastle Utd,28.4,3,58,16,27.6,2.04,0.56,0.05,0.19,16.9,0,0,0,7.0,7.0,0.12,-4.0,-4.0
551,573,552,Callum Wilson,Newcastle Utd,20.9,18,70,31,44.3,3.36,1.49,0.21,0.48,12.4,0,3,3,17.5,15.1,0.22,+0.5,-0.1
552,574,553,Harry Wilson,Fulham,12.2,2,18,4,22.2,1.47,0.33,0.11,0.50,16.0,1,0,0,2.0,2.0,0.11,0.0,0.0
553,575,554,Yoane Wissa,Brentford,17.8,7,32,15,46.9,1.79,0.84,0.22,0.47,14.1,0,0,0,5.6,5.6,0.18,+1.4,+1.4
554,576,555,Maximilian Wöber,Leeds United,14.1,0,9,2,22.2,0.64,0.14,0.00,0.00,13.3,1,0,0,0.7,0.7,0.08,-0.7,-0.7
555,577,556,Chris Wood,Newcastle Utd,5.0,2,8,3,37.5,1.61,0.61,0.13,0.33,14.7,0,1,1,1.8,1.0,0.13,+0.2,0.0
556,578,557,Chris Wood,Nott'ham Forest,4.1,1,3,1,33.3,0.73,0.24,0.33,1.00,8.2,0,0,0,1.0,1.0,0.32,0.0,0.0
557,579,558,Joe Worrall,Nott'ham Forest,24.7,1,7,2,28.6,0.28,0.08,0.14,0.50,12.2,0,0,0,0.8,0.8,0.11,+0.2,+0.2
558,580,559,Granit Xhaka,Arsenal,33.3,7,40,14,35.0,1.20,0.42,0.18,0.50,16.6,3,0,0,4.7,4.7,0.12,+2.3,+2.3
559,581,560,Ryan Yates,Nott'ham Forest,20.4,0,26,5,19.2,1.27,0.24,0.00,0.00,16.8,0,0,0,2.3,2.3,0.09,-2.3,-2.3
560,582,561,Ashley Young,Aston Villa,22.6,1,15,3,20.0,0.66,0.13,0.07,0.33,25.1,0,0,0,0.5,0.5,0.03,+0.5,+0.5
561,583,562,Illia Zabarnyi,Bournemouth,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
562,584,563,Wilfried Zaha,Crystal Palace,25.4,7,64,21,32.8,2.52,0.83,0.11,0.33,16.8,0,0,2,6.5,4.8,0.08,+0.5,+2.2
563,585,564,Denis Zakaria,Chelsea,4.6,0,2,0,0.0,0.44,0.00,0.00,,16.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2
564,586,565,Jordan Zemura,Bournemouth,16.2,0,4,0,0.0,0.25,0.00,0.00,,12.9,0,0,0,0.4,0.4,0.10,-0.4,-0.4
565,587,566,Oleksandr Zinchenko,Arsenal,23.5,1,28,7,25.0,1.19,0.30,0.04,0.14,22.7,0,0,0,1.4,1.4,0.05,-0.4,-0.4
566,588,567,Hakim Ziyech,Chelsea,7.3,0,16,3,18.8,2.18,0.41,0.00,0.00,22.7,0,0,0,0.6,0.6,0.04,-0.6,-0.6
567,589,568,Kurt Zouma,West Ham,22.1,2,19,5,26.3,0.86,0.23,0.11,0.40,10.1,0,0,0,2.2,2.2,0.12,-0.2,-0.2
568,590,569,Martin Ødegaard,Arsenal,34.7,15,93,31,33.3,2.68,0.89,0.16,0.48,19.2,9,0,0,10.0,10.0,0.11,+5.0,+5.0
